TrialID;Timestamp;Framecount;SessionID;Email;Sex;TestID;Age;MotionSickness;MazeID;VariableCondition;Freq/Tempo;Direction/Distance;DeviceButtonClickStart;DeviceButtonClickTimerStart;DeviceButtonClickTimerSpent;DeviceButtonClickTimerEnd;DeviceButtonClickStop;DeviceButtonClickTimerTotal;StartPointButtonPress;EndPointButtonPress;ToggleOnID;ToggleOffID;TravelDistance;TimeSinceLastFrame;MazeTime;EvaluationTime;PlayerPositionX;PlayerPositionY;PlayerPositionZ;IsMoving;PlayerRotationX;PlayerRotationY;PlayerRotationZ;DeviceRotationX;DeviceRotationY;DeviceRotationZ;isForceTP
4;2021-12-01 14:39:16.7378;120895;a5f38b7092c1775738df29d222725768;anonymous;F;1;25;FALSE;4;1;Freq;Direc;1;141.8092;5.1000;98.0763;0;6.2209;TRUE;FALSE;7;2;2255.6530;0.3333;1214.1820;1418.3070;63.3832;19.1126;40.3178;FALSE;0.0000;0.9904;0.0000;0.0685;0.7155;-0.4811;FALSE
