TrialID;Timestamp;Framecount;SessionID;Email;Sex;TestID;Age;MotionSickness;MazeID;VariableCondition;Freq/Tempo;Direction/Distance;DeviceButtonClickStart;DeviceButtonClickTimerStart;DeviceButtonClickTimerSpent;DeviceButtonClickTimerEnd;DeviceButtonClickStop;DeviceButtonClickTimerTotal;StartPointButtonPress;EndPointButtonPress;ToggleOnID;ToggleOffID;TravelDistance;TimeSinceLastFrame;MazeTime;EvaluationTime;PlayerPositionX;PlayerPositionY;PlayerPositionZ;IsMoving;PlayerRotationX;PlayerRotationY;PlayerRotationZ;DeviceRotationX;DeviceRotationY;DeviceRotationZ;isForceTP
0;2021-12-02 15:45:43.5197;1;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0200;0.0000;0.0000;99.9600;19.7461;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:43.5397;2;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0200;0.0000;0.0200;99.9600;19.7382;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:44.4458;3;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.3333;0.0000;0.3533;99.9600;19.6600;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:44.4862;4;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0561;0.0000;0.4095;99.9600;19.6600;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:44.4983;5;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0218;0.0000;0.4312;99.9600;19.6600;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:44.5262;6;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0127;0.0000;0.4439;99.9600;19.6600;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:44.5396;7;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0255;0.0000;0.4694;99.9600;19.6600;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:44.5536;8;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0136;0.0000;0.4830;99.9600;19.6600;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:44.5672;9;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0147;0.0000;0.4977;99.9600;19.6600;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
0;2021-12-02 15:45:44.5816;10;e072fcbd1b7d20f75e7b87aa74a8de01;anonymous;M;3;24;TRUE;0;3;Temp;Direc;0;0.0000;0.0000;0.0000;0;0.0000;FALSE;FALSE;0;0;0.0000;0.0128;0.0000;0.5105;99.9600;19.6600;-48.6800;FALSE;0.0000;1.0000;0.0000;0.0000;1.0000;0.0000;FALSE
